date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2017-09-19,HighRadius,Tech,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,412.5,9,19,2017
2017-09-20,HWell24,Healthcare,Mumbai,Undisclosed Investors,Seed Funding,0.0,9,20,2017
2017-09-21,SaveBC,Finance,Gaya,Incofin Investment Management.,Private Equity,49.5,9,21,2017
2017-09-21,Gaming Monk,Consumer Internet,New Delhi,AdvantEdge,Private Equity,0.0,9,21,2017
2017-09-21,91SpringBoard,Consumer Internet,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,0.0,9,21,2017
2017-09-21,Homergize,E-commerce,Bengaluru,LG Chandrasekhar,Private Equity,8.25,9,21,2017
2017-09-22,Yatra,E-commerce,Gurugram,InnoVen Capital India,Debt Funding,127.05,9,22,2017
2017-09-22,Ace Turtle,Tech,Bengaluru,InnoVen Capital,Private Equity,0.0,9,22,2017
2017-09-25,Vogo,Consumer Internet,Bengaluru,AV Thomas Group,Seed Funding,0.0,9,25,2017
2017-09-25,Synup,Tech,Bengaluru,"Vertex Ventures, Prime Venture Partners.",Private Equity,49.5,9,25,2017
2017-09-25,TinMen,Consumer Internet,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,0.0,9,25,2017
2017-09-25,CropIn,Tech,Bengaluru,Beenext,Private Equity,0.0,9,25,2017
2017-09-25,Rapido,Consumer Internet,Bengaluru,Battery Road Digital Holdings LLC,Seed Funding,3.4815,9,25,2017
2017-09-25,Sportobuddy,Consumer Internet,Mumbai,Mehul Shah,Seed Funding,1.2375,9,25,2017
2017-09-26,Credifiable,Consumer Internet,Bengaluru,Kae Capital,Private Equity,0.0,9,26,2017
2017-09-26,Inclov,Consumer Internet,Gurugram,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,0.0,9,26,2017
2017-09-26,Multibhashi,Consumer Internet,Bengaluru,"Aniruddha Malpani, Startup Oasis",Seed Funding,0.0,9,26,2017
2017-09-27,Transerv,Tech,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,13.2,9,27,2017
2017-09-27,Fashalot,Consumer Internet,Gurugram,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,0.0,9,27,2017
2017-09-27,PitStop,Consumer Internet,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,8.25,9,27,2017
2017-09-27,GoChoppers,Consumer Internet,Gurugram,"Rivergate Capital,",Seed Funding,0.0,9,27,2017
2017-09-27,MyUpchar,Consumer Internet,New Delhi,LetsVenture,Seed Funding,2.475,9,27,2017
2017-09-28,Aadyah,Tech,Bengaluru,Keiretsu Forum,Private Equity,8.25,9,28,2017
2017-08-01,TouchKin,Tech,Bengaluru,Kae Capital,Private Equity,10.725,8,1,2017
2017-08-02,Ethinos,Tech,Mumbai,Triton Investment Advisors,Private Equity,0.0,8,2,2017
2017-08-02,Leverage Edu,Consumer Internet,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,0.0,8,2,2017
2017-08-02,Zepo,Consumer Internet,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,4.125,8,2,2017
2017-08-02,Click2Clinic,Consumer Internet,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,7.0125,8,2,2017
2017-08-03,SpeedBox,Logistics,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,2.475,8,3,2017
2017-08-03,Skill Connect,Consumer Internet,Jaipur,Rajasthan Angel Investor Network,Seed Funding,0.0,8,3,2017
2017-08-03,Chai Point,Consumer Internet,Bengaluru,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,0.0,8,3,2017
2017-08-03,Zoctr,Consumer Internet,Mumbai,SIDBI,Private Equity,0.0,8,3,2017
2017-08-04,Lime Tray,Tech,New Delhi,JSW Ventures,Private Equity,0.0,8,4,2017
2017-08-04,CoutLoot,E-commerce,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,0.0,8,4,2017
2017-08-04,Boxmyspace,Logistics,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,0.0,8,4,2017
2017-08-05,Curatio,Healthcare,Chennai,Anicut Capital,Private Equity,0.0,8,5,2017
2017-08-08,New Castle Technologies,Tech,Chennai,Undisclosed investors,Seed Funding,2.00475,8,8,2017
2017-08-08,My Forex Eye,Consumer Internet,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,1.815,8,8,2017
2017-08-09,TruxApp,Logistics,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,25.575,8,9,2017
2017-08-09,CroFarm,Tech,Gurugram,Factor[e] Ventures,Seed Funding,6.45975,8,9,2017
2017-08-09,DoodhWala,Consumer Internet,Bengaluru,Tom Varkey,Seed Funding,0.0,8,9,2017
2017-08-10,Stayabode,Consumer Internet,Bengaluru,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,0.0,8,10,2017
2017-08-11,Flipkart,E-commerce,Bengaluru,Softbank,Private Equity,20625.0,8,11,2017
2017-08-11,Moong Labs,Tech,New Delhi,Nazara Games,Private Equity,0.0,8,11,2017
2017-08-11,Ola,Consumer Internet,Gurugram,Tekne Capital Management,Private Equity,297.0,8,11,2017
2017-08-14,Sport Flashes,Consumer Internet,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,0.0,8,14,2017
2017-08-14,Digilend,Tech,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,2.574,8,14,2017
2017-08-15,KNAB Finance,Consumer Internet,Bengaluru,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,3.17625,8,15,2017
2017-08-17,Get Simpl,Consumer Internet,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,0.0,8,17,2017
2017-08-20,Rootefy,E-commerce,New Delhi,"Abhinav Gupta,",Seed Funding,1.54275,8,20,2017
2017-08-21,Uniphore,Tech,Chennai,IDG Ventures,Private Equity,56.1,8,21,2017
2017-08-21,Cerebroz,Consumer Internet,Vadodara,Undisclosed HNI's,Seed Funding,6.0555,8,21,2017
2017-08-22,Flochat,Consumer Internet,Mumbai,"iSquare Global,",Seed Funding,0.0,8,22,2017
2017-08-22,EasyGov,Consumer Internet,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,0.0,8,22,2017
2017-08-23,MilkBasket,Consumer Internet,Gurugram,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,0.0,8,23,2017
2017-08-23,Druva,Tech,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,660.0,8,23,2017
2017-08-23,Bombay Shaving Company,E-commerce,New Delhi,Fireside Ventures,Private Equity,18.975,8,23,2017
2017-08-23,Awign,Tech,Bengaluru,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,0.0,8,23,2017
2017-08-23,Indiez,Tech,Bengaluru,Haresh Chawla,Seed Funding,4.125,8,23,2017
2017-08-24,Ezetap,Tech,Bengaluru,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,132.0,8,24,2017
2017-08-25,Ink Monk,Consumer Internet,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,6.1875,8,25,2017
2017-08-25,Medinfi,Consumer Internet,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed Funding,1.03125,8,25,2017
2017-08-28,Mobikon,Tech,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,57.75,8,28,2017
2017-08-29,CureFit,Consumer Internet,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,206.25,8,29,2017
2017-08-29,Doxper,Tech,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,6.1875,8,29,2017
2017-08-29,Fieldassist,Tech,Gurugram,Small Industries Development Bank of India (SIDBI),Debt Funding,0.0,8,29,2017
2017-08-30,Treebo,Consumer Internet,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,280.5,8,30,2017
2017-08-30,MedGenome,Tech,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,247.5,8,30,2017
2017-07-01,Billion Loans,Consumer Internet,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,8.25,7,1,2017
2017-07-03,Ecolibriumenergy,Tech,Ahmedabad,"Infuse Ventures, JLL",Private Equity,21.45,7,3,2017
2017-07-04,Droom,E-commerce,Gurugram,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,165.0,7,4,2017
2017-07-05,Jumbotail,E-commerce,Bengaluru,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,70.125,7,5,2017
2017-07-05,Moglix,E-commerce,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,99.0,7,5,2017
2017-07-05,TimeSaverz,Consumer Internet,Mumbai,BCCL,Private Equity,8.25,7,5,2017
2017-07-06,Minjar,Tech,Bengaluru,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0.0,7,6,2017
2017-07-07,Clip App,Consumer Internet,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,8.25,7,7,2017
2017-07-07,Upwardly,Consumer Internet,Bengaluru,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0.0,7,7,2017
2017-07-10,Autorox,Tech,Hyderabad,Mitsui & Co.,Private Equity,24.75,7,10,2017
2017-07-11,Fabogo,Consumer Internet,Pune,Dunamis Ventures Pte Ltd,Private Equity,18.5625,7,11,2017
2017-07-11,Flickstree,Consumer Internet,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,3.828,7,11,2017
2017-07-11,Design Cafe,Consumer Internet,Bengaluru,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0.0,7,11,2017
2017-07-12,Innoviti,Tech,Bengaluru,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,152.625,7,12,2017
2017-07-12,VDeliver,Logistics,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,0.0,7,12,2017
2017-07-12,Bottr.me,Tech,Bengaluru,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0.0,7,12,2017
2017-07-12,Arcatron,Tech,Pune,Indian Angel Network,Seed Funding,0.0,7,12,2017
2017-07-14,QwikSpec,Tech,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,4.455,7,14,2017
2017-07-14,Chumbak,E-commerce,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,14.025,7,14,2017
2017-07-17,Increff,Tech,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,16.5,7,17,2017
2017-07-17,Vayana,Tech,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,33.0,7,17,2017
2017-07-18,MObiquest,Tech,Noida,One97 Communication Ltd,Private Equity,0.0,7,18,2017
2017-07-18,Ambee,Consumer Internet,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,0.0,7,18,2017
2017-07-18,Ideal Insurance,Consumer Internet,Kolkata,Xelpmoc,Seed Funding,0.0,7,18,2017
2017-07-18,Hypernova Interactive,Tech,Bengaluru,Kae Capital,Seed Funding,0.0,7,18,2017
2017-07-19,RentMojo,Consumer Internet,Bengaluru,"ain Capital Ventures, Renaud Laplanche",Private Equity,82.5,7,19,2017
2017-07-19,AirCTO,Consumer Internet,Bengaluru,Francesco Cara,Seed Funding,0.0,7,19,2017
2017-07-19,Playablo,Tech,Bengaluru,ABI-Showatech (India) Ltd,Seed Funding,4.95,7,19,2017
2017-07-20,Trupay,Tech,Gurugram,"Kae Capital, M&S Partners,",Seed Funding,5.775,7,20,2017
2017-07-21,Brick2Wall,E-commerce,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,1.65,7,21,2017
2017-07-21,FableStreet,E-commerce,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,0.0,7,21,2017
2017-07-21,Monsoon Fintech,Tech,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,0.0,7,21,2017
2017-07-21,MonkeyBox,Consumer Internet,Bengaluru,"Blume Ventures, NB Ventures, Nspira",Seed Funding,0.0,7,21,2017
2017-07-25,Noticeboard,Consumer Internet,Bengaluru,"Stellaris Venture Partners,",Private Equity,9.9,7,25,2017
2017-07-25,BYJU’S,Consumer Internet,Bengaluru,Tencent Holdings,Private Equity,288.75,7,25,2017
2017-07-26,Creator’s Gurukul,Others,New Delhi,Yuvraj Singh,Seed Funding,0.0,7,26,2017
2017-07-26,FabHotels,Consumer Internet,New Delhi,Goldman Sachs,Private Equity,206.25,7,26,2017
2017-07-26,ThinkerBell,Consumer Internet,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,1.65,7,26,2017
2017-07-27,1mg,E-commerce,Gurugram,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,123.75,7,27,2017
2017-07-28,Jhakaas,Consumer Internet,Mumbai,Amen Dhyllon,Seed Funding,0.0,7,28,2017
2017-07-28,BigStylist,Consumer Internet,Mumbai,Info Edge (India) Ltd,Private Equity,10.3125,7,28,2017
2017-07-28,Gympik,Consumer Internet,Bengaluru,RoundGlass Partners,Seed Funding,0.0,7,28,2017
2017-06-01,Tripeur,Tech,Bengaluru,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,0.0,6,1,2017
2017-06-02,RentOnGo,E-commerce,Bengaluru,TVS Motor Company,Seed Funding,1.9305,6,2,2017
2017-06-05,Goomo,Consumer Internet,Mumbai,Emerging India,Private Equity,412.5,6,5,2017
2017-06-05,MaxMyWealth,Consumer Internet,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,0.0,6,5,2017
2017-06-06,Spinny,E-commerce,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,8.25,6,6,2017
2017-06-06,Healthbuds,Consumer Internet,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,0.0,6,6,2017
2017-06-06,FTCash,Consumer Internet,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,0.0,6,6,2017
2017-06-06,BHIVE,Consumer Internet,Bengaluru,Blume Ventures,Private Equity,9.9,6,6,2017
2017-06-06,wayForward,Consumer Internet,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,8.25,6,6,2017
2017-06-06,GyanDhan,Consumer Internet,New Delhi,Sundaram Finance Holdings,Private Equity,0.0,6,6,2017
2017-06-06,Hungry Foal,Consumer Internet,Gurugram,SBI (Stand Up India Scheme),Private Equity,0.0,6,6,2017
2017-06-07,ZipLoan,Consumer Internet,New Delhi,WaterBridge Ventures,Seed Funding,5.3625,6,7,2017
2017-06-07,GrowFitter,Consumer Internet,Mumbai,SQue Capital,Seed Funding,4.95,6,7,2017
2017-06-08,Stratfit,Consumer Internet,Hyderabad,Bodhtree Consulting Limited,Seed Funding,1.914,6,8,2017
2017-06-08,Multiplier Solutions,Tech,Hyderabad,Norwest Venture Partners,Private Equity,12.375,6,8,2017
2017-06-08,ABI Health,Tech,Bengaluru,Norwest Venture Partners,Private Equity,12.375,6,8,2017
2017-06-08,Stockal,Consumer Internet,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,2.8875,6,8,2017
2017-06-09,Guiddoo,Consumer Internet,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,2.475,6,9,2017
2017-06-09,eSahai,Consumer Internet,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,2.0625,6,9,2017
2017-06-12,Loanmeet,Consumer Internet,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,0.0,6,12,2017
2017-06-12,Lendingkart,Consumer Internet,Ahmedabad,Yes Bank,Debt Funding,64.35,6,12,2017
2017-06-12,Boxx.ai,Tech,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,4.125,6,12,2017
2017-06-12,PeeSafe,Healthcare,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,8.25,6,12,2017
2017-06-12,Vista Rooms,Consumer Internet,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,6.402,6,12,2017
2017-06-12,CoverFox,Consumer Internet,Mumbai,Transamerica,Private Equity,123.75,6,12,2017
2017-06-13,HyperTrack,Tech,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0.0,6,13,2017
2017-06-13,Goodera,Tech,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,45.375,6,13,2017
2017-06-13,Digit,Tech,Bengaluru,Fairfax Holdings,Private Equity,0.0,6,13,2017
2017-06-14,Ola,Consumer Internet,Bengaluru,Tekne Capital Management LLC,Private Equity,412.5,6,14,2017
2017-06-14,Vanitycask,Consumer Internet,Mumbai,RB Investments,Seed Funding,0.0,6,14,2017
2017-06-14,MrNeeds,Consumer Internet,Noida,undisclosed investors,Seed Funding,4.125,6,14,2017
2017-06-15,MoneyTap,Consumer Internet,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,101.475,6,15,2017
2017-06-16,Goodbox,E-commerce,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,8.25,6,16,2017
2017-06-16,Fincash,Consumer Internet,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,0.825,6,16,2017
2017-06-16,PortDesk,Tech,Noida,Alphard Maritime Group,Seed Funding,16.5,6,16,2017
2017-06-16,EdgeFx,E-commerce,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,0.0,6,16,2017
2017-06-16,EasyDiner,Consumer Internet,Gurugram,YouWeCan Ventures,Seed Funding,0.0,6,16,2017
2017-06-16,HealthIntel,Healthcare,New Delhi,BLIP Initiatives,Seed Funding,0.0,6,16,2017
2017-06-19,Unbxd,Tech,Bengaluru,Eight Roads Ventures,Private Equity,103.125,6,19,2017
2017-06-19,DarwinBox,Tech,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,33.0,6,19,2017
2017-06-20,ForeverShop,Consumer Internet,Bengaluru,91maker.com,Seed Funding,2.475,6,20,2017
2017-06-20,Insider.in,Consumer Internet,Mumbai,Paytm,Private Equity,42.9,6,20,2017
2017-06-21,Fynd,E-commerce,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,19.8,6,21,2017
2017-06-21,Grow Fit,Consumer Internet,Bengaluru,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,37.125,6,21,2017
2017-06-21,Fabulyst,Tech,Hyderabad,iBhubs,Seed Funding,1.77375,6,21,2017
2017-06-21,Mswipe,Tech,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,255.75,6,21,2017
2017-06-21,OneAssist,Consumer Internet,Mumbai,Sequoia Capital,Private Equity,0.0,6,21,2017
2017-06-22,Julia Computing,Tech,Bengaluru,"General Catalyst, Founder Collective",Private Equity,37.95,6,22,2017
2017-06-22,Kissht,Consumer Internet,Mumbai,"Endiya Partners, Ventureast",Private Equity,16.5,6,22,2017
2017-06-22,Explore Life traveling,Consumer Internet,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,4.125,6,22,2017
2017-06-23,LoanTap,Consumer Internet,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,33.0,6,23,2017
2017-06-23,VoxWeb,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,8.25,6,23,2017
2017-06-26,HUG Innovations,Tech,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,41.25,6,26,2017
2017-06-26,Flipkart,E-commerce,Bengaluru,Naspers,Private Equity,585.75,6,26,2017
2017-06-26,V Resorts,Consumer Internet,Noida,"Seedfund, RB International",Private Equity,33.0,6,26,2017
2017-06-27,Stashfin,Consumer Internet,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,41.25,6,27,2017
2017-06-27,Formcept,Consumer Internet,Bengaluru,Gujarat Venture Finance Ltd,Private Equity,0.0,6,27,2017
2017-06-27,Spares Hub,E-commerce,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,2.56575,6,27,2017
2017-06-28,FiTraQ,Consumer Internet,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,0.0,6,28,2017
2017-06-28,Rubique,Consumer Internet,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,24.75,6,28,2017
2017-06-28,Niki.ai,Consumer Internet,Bengaluru,"SAP.iO, Unilazer Ventures",Private Equity,16.5,6,28,2017
2017-06-29,Fitpass,Consumer Internet,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,8.25,6,29,2017
2017-06-29,ZingHR,Tech,Mumbai,Zeta,Private Equity,0.0,6,29,2017
2017-06-30,Tagos Design,Tech,Bengaluru,Undisclosed Investors,Private Equity,41.25,6,30,2017
2017-06-30,UrbanClap,Consumer Internet,Gurugram,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,173.25,6,30,2017
2017-05-01,Ace2three,Consumer Internet,Hyderabad,Clairvest Group,Private Equity,608.025,5,1,2017
2017-05-01,Power2SME,E-commerce,Gurugram,International Finance Corporation,Private Equity,82.5,5,1,2017
2017-05-02,Innovapptive,Tech,Hyderabad,Hyderabad Angels,Seed Funding,12.375,5,2,2017
2017-05-02,4tigo,Logistics,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,82.5,5,2,2017
2017-05-02,SMECorner,Consumer Internet,Mumbai,Dutch government fund,Private Equity,0.0,5,2,2017
2017-05-02,ZippServ,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,3.2175,5,2,2017
2017-05-03,Ola,Consumer Internet,Bengaluru,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,862.125,5,3,2017
2017-05-03,Sumeru,Tech,Bengaluru,undisclosed investors,Seed Funding,8.25,5,3,2017
2017-05-04,Healthians,Consumer Internet,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0.0,5,4,2017
2017-05-05,HealthMir,Consumer Internet,New Delhi,Nimit Panigrahi,Seed Funding,0.0,5,5,2017
2017-05-05,Uactive,Consumer Internet,Mumbai,Hinduja family,Seed Funding,0.0,5,5,2017
2017-05-05,i-lend,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,0.0,5,5,2017
2017-05-05,Good Methods Global,Tech,Trivandrum,Accel Partners,Private Equity,0.0,5,5,2017
2017-05-05,Balance App,Consumer Internet,Bengaluru,Rainmatter,Seed Funding,1.92225,5,5,2017
2017-05-08,YepMe,E-commerce,Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,5.775,5,8,2017
2017-05-08,NightStay,Consumer Internet,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,0.0,5,8,2017
